ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21,citation_22,citation_23,citation_24,citation_25,citation_26
reference_31,3.4345681737681457,3.589816582590644,3.2465848795669805,4.448571199187995,2.9465639905756,3.3847938262105175,2.959993123843306,3.3769397369212686,inf,3.9166753689795253,3.332758012878203,3.4341942262970244,3.7872356043149953,3.6518505963130576,3.535620838126615,3.6925230503220106,3.9702818303968206,3.2443727554330692,3.2603924761747645,2.727999286806894,3.1289409079308155,inf,3.145007449471951,3.827032593813483,3.4063640538655693,3.605141366445615,3.897352708825398
reference_32,3.6205077858364487,3.072084928884647,3.4401214623056933,4.181129252104744,3.219500054545291,2.7536800135511954,3.265052299287156,3.3185658449020434,inf,3.589806457337253,3.424225056703112,3.3466352866631346,3.4227195567577424,2.8278352832770626,3.4963369616769424,2.8943522963775328,3.624157322292184,3.28206972172191,3.3633462251790816,2.83155735347175,3.423421155448611,inf,3.667847237690059,3.423336935827065,3.231425630886632,2.426893394238738,3.7270059321302558
reference_33,3.558342241111774,3.0521824837609826,3.43108792518397,4.4772060737158315,3.136156685304833,3.4762406427161756,3.17291056405519,3.3617905785602153,inf,3.8715455297028067,3.365214772734488,3.4474184583949046,3.073955568267203,3.1538665838672166,3.616387599673586,3.1325197972011036,3.9004864169021425,2.9942660143882907,3.366459465573578,2.9043819279193883,2.817222902993942,inf,3.597261816281653,3.62279953012622,3.385760202405236,3.4601042835455598,3.9100718749800207
reference_34,3.5453560010326592,3.736336246500308,3.405563511737337,4.503100757873565,3.202383027305657,3.109928431266348,3.3076277673955303,3.254229120625045,inf,3.9930704261584355,3.4241375312662528,3.1354921214884897,3.8564298912027826,3.39335189621481,3.7169407695505967,3.4643740961943665,4.037526114391981,2.8500410791136286,3.437399284819492,2.9333812920235625,3.597327876566777,inf,3.634292724512188,3.862251195980262,2.8586680956055646,3.0486814408767273,3.9057992540371482
reference_35,3.593276970576786,3.8011978082622404,3.431661405558669,4.584469386260154,3.184550191009713,3.6319739634704513,3.384541524027646,3.53635824040826,inf,4.069855327952606,3.4488295761295373,3.5961859705750063,3.968816691238916,3.8329392634876087,3.8265672529955266,3.9196639702380285,4.1069153725034315,3.1577838462287207,3.633689849696475,3.0119767900829486,3.6454274572604004,inf,3.6528711845579624,3.704932323236452,3.58627235481523,3.7684362781526954,4.023565784516906
reference_36,3.618936390120986,3.141844146079529,3.3725929939983517,3.970335254658596,3.2259881968776725,2.958373942474446,3.1045254996137523,2.5036528002256673,inf,3.412894756107153,3.44224663437504,2.6681407003499635,3.015340542098864,2.9946432000681913,3.122389071045833,2.9866258370403154,3.482869381045295,2.27140790918301,3.144333401449731,2.7920938949207548,3.041550770090252,inf,3.607488040075456,3.305223609058446,2.442190578433992,3.0729746186549938,3.1734060625392786
reference_37,3.5846470052894803,3.782234304839924,3.472025948185388,4.555688706902633,3.2889034282777896,3.344795594458511,3.267293634457047,3.480630248822229,inf,4.053981620811385,3.2729016265682236,3.563965973323977,3.9198132265594006,3.855648504770812,3.6791224641539326,3.8252460357795433,4.10294218700583,3.4356207448583524,3.6148916225373857,3.044536456836652,3.635509335867524,inf,3.5898559232678764,3.9406297908510535,3.538288274477148,3.7780155909787765,4.035312186898006
reference_38,3.6736317108267267,3.79983834804448,3.485925820328841,4.589962639658247,3.2158765057962726,3.1825212179990587,3.409119292483807,3.2578381034241053,inf,4.077719965666191,3.5259402462435356,3.3471108702063384,3.8523868171360713,3.8199248954051495,3.797872173200827,3.9053236059272383,4.098733914777492,3.018488102551766,3.5863782538197566,3.016574546438371,3.5485856506579467,inf,3.671422791359632,3.9047117372787583,3.086918619523863,3.6658160391220935,4.030972324547986
reference_39,3.7096039364278135,3.7574954422106477,3.463596127682139,4.399282809762955,3.28235248805294,3.6356802776110175,3.5515723967512445,3.559503526936059,inf,3.980431372553081,3.492476601700036,3.598587811668827,3.915494678881645,3.8514397415036203,3.722999409690427,3.8774373974875815,4.045397016010619,3.498817214128316,3.687125851813722,2.9798040693616863,3.654325024007559,inf,3.7631872989833353,3.8934846180414544,3.5794618714454565,3.8012424660004624,3.9132824563217166
reference_40,3.7064528591823884,3.7905576000927694,3.551140660901583,4.526298669473069,3.347941702386633,3.530563835538352,3.3430782238743997,3.348071869593663,inf,4.026047856916492,3.6133003083000776,3.5928496858131447,3.9151054082351453,3.8019543018748116,3.713795919479349,3.8769253218824087,4.068455039614817,3.4511130731939166,3.47081028997257,3.048164984904864,3.3201329947408635,inf,3.405778252097962,3.9910241285317767,3.5001701978549478,3.7340146802167196,3.997618176302731
reference_41,3.679273212482375,3.8733984517400626,3.5130026605417166,4.622555950048446,3.3113570935314893,3.713561951092243,3.5267999733724804,3.586761506853792,inf,4.1110759734683215,3.5208903155288973,3.6844587839411944,3.9891356572181698,3.9255501850619505,3.8334820684085145,3.9421203722446414,4.1758708653848595,3.530435523722329,3.7146014222688883,2.9636728740513325,3.7239794313220975,inf,3.5755654451863763,3.9502979770577595,3.659997720565226,3.855954141433255,4.052962574346542
reference_42,3.7992169761627665,3.403514284929986,3.575053615460347,4.188117632450344,3.450591722553909,3.273571939480051,3.241495829692124,3.0650544442547893,inf,3.6527958606077298,3.6345088796128455,3.1479236052481694,3.5404482010659586,3.4722293968515685,3.4068307638263304,3.501484969643955,3.6979819498619926,3.0529492054349547,3.3355615796513347,3.147107576445795,3.2897173175636523,inf,3.7826033968536086,3.384813019493267,3.0725603743544982,3.328876321535379,3.6112108690244282
reference_43,3.4769557908562034,3.647435057912243,3.230945039651862,4.475360546601404,3.119872596893796,3.381881170221282,3.2228273608342968,2.9604968347720826,inf,3.939533420259872,3.0533141078806314,3.1821114765155016,3.778774915381882,3.655110953838617,3.5921171959465967,3.6803211942199128,3.9686170609044282,2.818994085676704,3.4508093500640973,2.794479691290099,3.4842836437586717,inf,3.516670094999921,3.548022061203758,3.1415424940889594,3.5194848400264838,3.8862384182964895
reference_44,3.685426669801332,3.55469781705315,3.4311777190371493,4.55791039424376,3.3071283113410797,3.0860020945755635,3.4710919819736303,3.46034436723184,inf,4.059147633759291,3.524553297698951,3.486723856888192,3.867904493542445,3.756473382216423,3.7130991262276214,3.8205318039939735,4.096135400300539,3.401904560261425,3.5253226506744837,3.0148598889031772,3.5697449501060263,inf,3.5983346444124082,3.6486108355390194,3.455472016313036,2.9927991415461093,4.006440139824844
reference_45,3.6511211578311316,3.7432755472323476,3.4159465436359047,4.625536462351084,3.3217078166975496,3.5344497207668426,3.25956942415127,3.5482107287796105,inf,4.137743701493962,3.332188364931235,3.5857460603094777,3.8586459027031665,3.844333848369742,3.5262316748259286,3.72087498397766,4.13079359306974,3.4051923800795203,3.6960836617753086,3.0676593989641665,3.6865843006664516,inf,3.6692465964090824,3.867475590511712,3.5932024912635905,3.5147060372198706,4.061987910937071
reference_46,3.548647846093615,3.7964075174834777,3.406832684180359,4.5960823929553865,3.2049189400226554,3.375718771222839,3.2959052862216023,3.484347356685712,inf,4.1132525499280215,3.3415546877759326,3.5920652981598775,3.833322921717908,3.8306970335819384,3.7739234663658117,3.8394078749861387,4.108649491768039,3.282179517110794,3.570117752959034,2.9336154505636514,3.5735560858768554,inf,3.570471412438811,3.2550341868526016,3.488907595857345,3.684894008771149,4.081552864646244
reference_47,3.631740026367913,3.718168333943664,3.4840217971953953,4.60596381013512,3.289512449759098,3.6745235864608277,3.4416769186754625,3.580469269871745,inf,4.088346854661976,3.0810674351279608,3.629446704260725,3.845500798618939,3.836828924854062,3.7967097588009815,3.901887973433055,4.144549382324151,3.4514217867031665,3.6343132930621986,3.0516905593327794,3.656650748268821,inf,3.6595834203790396,3.8620631676326416,3.6470678583370137,3.765775259685227,4.082372870769375
reference_48,3.6521850016032724,2.9185971265236126,3.5565698327802724,4.0370409186259595,3.2800908328270895,2.8602871475397977,3.101508314008239,3.055210872328199,inf,3.536079521797215,3.3717488623761738,3.0633369378238364,2.760586062538589,2.4953823672494226,3.0641409833041062,2.0211840252532256,3.5531274950686194,2.947276689672766,3.25787685092362,2.9964105058535657,3.1051365209772688,inf,3.7555112520337595,3.429472731483515,3.1873680427690196,2.7478253152839542,3.44740260599625
reference_49,3.544887570842617,3.6535902725199665,3.038510194246501,4.528085076764775,3.171897822273255,3.3687824729274274,3.3266570206943467,3.371706549211377,inf,4.028897052100208,3.2212450598083677,3.512115235744406,3.8361532465693475,3.7449665409032256,3.5598017432470135,3.5135186505874936,4.050651603728475,3.3541615111718963,3.554270852515522,2.9167881287186868,3.56841572718401,inf,3.572939518413055,3.7892166376063936,3.4170464251540817,3.5896047235324127,3.962927338777256
reference_50,3.382508665866614,3.5592125813237234,3.248138070748347,4.437696364280317,2.7559206291725364,3.0140686062386317,2.6052601731085625,3.129633624411833,inf,3.8947519756116016,2.8404653847357815,3.3379722028603047,3.7185114656089753,3.6305756583786213,3.5097545367425504,3.635809315706848,3.8939900289320577,3.1770480987725898,3.364981889916348,2.6908162137518934,3.1311345833644437,inf,3.3961442471086403,3.7465752876372456,3.319594573799774,3.5131991133717126,3.8542664744726784
reference_51,3.6884407196338107,3.3498972349080613,3.5605902665880467,4.532472571384907,3.2563009150953293,2.7770560861116644,3.2304768585067185,3.4584659709339527,inf,4.017792000028931,3.352097432692675,3.4490855340650532,2.907288631141424,2.8219794975262165,3.4962910865199306,2.73179465205782,4.05667659822307,3.4026493343366337,3.643996220239992,2.9726248120122554,3.6097891457939144,inf,3.654219446427822,3.3835794482835526,3.3921455621631744,2.9779204203943004,3.9676889250075815
reference_52,3.41158029373216,3.7204061737293106,3.3117137608566245,4.543907976832275,3.094699254723554,3.413765758529965,3.2195672125393404,3.361707680132917,inf,4.031975727607877,3.42701961069669,3.4180646499515612,3.795049962662256,3.765693344331185,3.629874026783811,3.8254507439509498,4.045694518035753,3.361262933277134,3.3458581230722486,2.871740112124273,3.2757537119440516,inf,3.2632765180339542,3.8386721733238707,3.438424359753679,3.610063844994891,3.9022665477719163
reference_53,3.7077431354652672,3.7832860542358158,3.538304638772305,4.638000010879721,3.3361398302004783,3.35267000051934,3.4188939139443995,3.5189426883216965,inf,4.086189522045337,3.425930868946689,3.4727274527328182,3.977952010013434,3.799454420869037,3.5714894363513805,3.716279835674798,4.136252017256457,3.5238427334479367,3.7183456650265603,2.990080659273535,3.7023587273698113,inf,3.7603725994804216,3.336648578732055,3.396061545421012,3.4798176522235855,4.023686244632331
reference_54,3.5115539845498476,3.722755385753366,3.309058987104162,4.529625645990011,3.093670149690913,3.2916248762336733,3.1720625402764466,2.7466846100680824,inf,3.995496312363111,3.3616832414588984,3.0664504246296613,3.7802074432324404,3.7481113289207455,3.694018389397335,3.8013763911917424,4.023070546288194,2.4963508958656173,3.3346867565524434,2.740190249777731,3.144623803957106,inf,3.1135084745617463,3.6939835112635224,2.588559555016124,3.5187773236216433,3.8706445058629946
reference_55,3.549906934169124,3.5731981668520874,3.3768494369185467,4.2962265541480065,3.1585961678876875,3.3365217816263617,3.4318618063166335,3.049636639154453,inf,3.8133854293944633,3.2679287125487195,3.139706150457036,3.702340544282055,3.628318836382656,3.470794469539221,3.430306534289655,3.83517024229124,2.9101512576628115,3.4975672150367267,2.705604805308438,3.419894065280342,inf,3.6077156218708994,3.7213126221878214,1.826533082316222,3.4470184152811045,3.7166925137000084
reference_56,3.6528397257290846,3.8546804419673366,3.427829777256606,4.572816723705487,3.399113181526166,3.570588262757477,3.570044515314225,3.4860065229912394,inf,4.081147809494364,3.569519850852223,3.515707934581644,3.8929334637167656,3.932074769912066,3.741649337018157,3.9336814232609165,4.131538275281796,3.376785301437185,3.6994535875162473,3.062755061618991,3.66161399636845,inf,3.7449991566277743,3.956771315681856,2.939484286600979,3.7444520746882826,3.9956850538498903
reference_57,3.5734824615528464,3.7738755926902194,3.4108218186918977,4.637992478196383,3.1602174775330543,3.2038461353226904,3.272643872984945,3.4480405745220573,inf,4.099746268102127,3.4396495062459667,3.4684734562382986,3.859935139736223,3.8254473327057505,3.7098166289710943,3.871411800393114,4.113825912791799,3.368887252812029,3.407260353645539,2.9653030429436864,3.3053060267926457,inf,3.405511147266328,3.7983364666409876,2.83260297369262,3.648248278659527,4.03159387845099
reference_58,3.5318399330261947,3.910756856587265,3.4644484504199538,4.695122534131881,3.319215158407221,3.666940519848599,3.4842782223069104,3.5587677496069388,inf,4.207968077409032,3.4616317846355695,3.630029657627635,3.924511089201861,3.9768911892737213,3.8248199689171747,4.001414139883821,4.244944768811553,3.4190717547992135,3.70251739455089,3.0134154180986927,3.7278230135347945,inf,3.6402859259616203,3.9442917063931673,3.5587254757756828,3.837971528605365,4.04526746561345
reference_59,3.6239901763976152,3.7014196402669928,3.4132483292425757,4.449218353913213,3.2273574825922973,3.1988960900005106,3.452744808805274,3.258397030939676,inf,3.9316715283865515,3.4491751666231645,3.1619197661510134,3.792090686071873,3.7768720998190504,3.6359866242171424,3.8305781792939335,3.9941603158268997,2.833938462094023,3.5647945164814767,2.787901845583678,3.5196959534711127,inf,3.5939609996229893,3.6344805215419442,2.193643134106303,3.5720138365533867,3.9077896438579565
reference_60,3.672556136888983,3.700636224767927,3.5339117658602204,4.492746337414543,3.2707591506765383,3.4418399695339112,3.342703355813657,3.366438348882577,inf,3.9405118617873316,3.541280416102152,3.3923251879298104,3.8480215898484635,3.786374963908484,3.740575073021009,3.8327122358515817,4.01721703944585,3.355115173769792,3.4742690630977724,3.017648185198976,3.4810191175930068,inf,3.5596121476824214,3.8205037574044303,2.9645452668739956,3.6410834845468574,3.9239878505013395
reference_61,3.4461650905076455,3.758638237462348,3.3928236542269796,4.574045640076638,3.122350540131283,3.5211078662239315,3.3688808910065133,3.4223167353952095,inf,4.042430998302488,3.3053515009214296,3.4935780098479707,3.785631544697094,3.852139438875675,3.7418761175001976,3.87994255274736,4.118153033175851,3.2746636181543542,3.573746243047811,2.9139357561718224,3.4760007467057705,inf,3.4729883681572677,3.86542503572456,3.4637181381479896,3.691650175139957,4.006767192672729
reference_62,3.3490378159837277,3.48116735235575,3.1670360337098997,4.260634802605961,2.9412484403985317,3.302115094365686,3.19785041525008,2.9869031337401952,inf,3.709333052565776,3.1631669636998025,2.984451919797892,3.6364111066347498,3.6001940448666785,3.4951421333662243,3.6594261593094637,3.7752432096536954,2.8747322776371735,3.370548464912945,2.512352572708679,3.2933728446854054,inf,3.4044327030112203,3.637660779836293,2.655573091681024,3.457595682270755,3.6445949503852524
reference_63,3.583351278773835,3.7367631863968747,3.4514086219654336,4.4995461709064095,3.2596461924402544,3.4032949462613495,3.4148795921184876,3.1099542736185155,inf,3.983735987916743,3.3693211512693773,3.1446253934018045,3.8521097004237514,3.723788593530266,3.6789431066493385,3.8149807474290647,4.019024679732333,3.1011430118475523,3.5262999144505853,2.935699541113446,3.5716427813799108,inf,3.629609222460711,3.756481592613227,2.5714082010163954,3.5079885713840913,3.908302818705753
reference_64,3.631729803650638,3.558656518988116,3.486244634881934,4.257591847927814,3.2617785774052384,3.476488230477066,3.368552817014712,3.3349738274281755,inf,3.783092572531436,3.5058430239718272,3.505081942318874,3.6610376503861612,3.6974494010699246,3.5622125116604733,3.6384817460389853,3.801151817162242,3.162796640217819,3.4815107348926317,2.933075404090821,3.3986960762214795,inf,3.6401434152419507,3.773724776310681,3.025741825514724,3.626240802968633,3.6841696484644344
reference_65,3.49297496078978,3.5790636441146466,3.3431776179297854,4.501093176054337,3.128375983977774,3.427219575459384,3.3430494578365293,3.319939304701754,inf,3.9038454903713835,3.318116476655852,3.3885038400789846,3.796318154542227,3.7020113439023956,3.617595672501685,3.747485311163031,3.9124203409202845,3.2363190405539894,3.5298366732736888,2.8211444024989416,3.478058483311658,inf,3.5252959093209806,3.909588126037522,3.3281946996214242,3.6431763540773865,3.9291642115904173
reference_66,3.570606804131837,3.6755736722917156,3.4043260526351844,4.444147814438583,3.3015321379281035,3.325565702788915,3.408884583455197,2.823489429913401,inf,3.9367581337351183,3.4955184521394442,3.243943699315954,3.748549136590767,3.7583839406106843,3.617347876362354,3.790445919115688,3.975870932983204,3.0012494812723722,3.5582409001510293,2.9118214705042083,3.5664269846413674,inf,3.645101811602309,3.848145893211207,2.8289401127992915,3.6126934265791,3.840608382928047
reference_67,3.2735006768551056,3.50048398445974,3.07768597044463,4.301262452346086,2.8920380468659403,3.2966360283225775,3.15091257627776,2.9010160642109284,inf,3.7073160557344345,3.2086685699589923,3.239049368410326,3.6002384567022325,3.538937008961439,3.528571222827836,3.658754611461816,3.740956018664916,2.924784247943323,3.3756484419402253,2.4886686374191282,3.3090474443495275,inf,3.330850491131747,3.707934075147864,3.0304860803084495,3.518795248300006,3.628427458792925
reference_68,4.516505143088692,4.536400611046949,4.221602881877189,5.077341740078926,4.298666744093323,4.3292993027439115,4.452269276676147,4.3248759524807365,inf,4.707400343709349,4.236613151352582,4.323568181128323,4.5725900512424476,4.715376991771011,4.487531531947549,4.681705934614616,4.708592489000942,4.257594561118289,4.517612122929059,3.5761384963989253,4.512614626493216,inf,4.491618830763102,4.756989064546933,4.21908673125014,4.564402457767266,4.647668746627808
reference_69,3.4926757167645595,3.335258761803738,3.266472796873239,4.235152713003922,3.0445646786279683,3.3401829250582935,3.3476215254640342,3.2506080797141865,inf,3.6818071177010854,3.3873808583060137,3.307564573741165,3.555735138023949,3.5801876879321486,3.356294693313097,3.3211445625408076,3.7078991257597673,3.1772776676316514,3.3999564331721417,2.834035979568482,3.3423050751367094,inf,3.614362011394501,3.6170334689494017,2.9585477591904668,3.481205813166631,3.667247029456139
reference_70,3.5784975231152787,3.7280642794282643,3.3411384378249385,4.574278909619673,3.1776565787528592,3.3820966662711127,3.395307070590932,3.219003623203599,inf,3.9530278986850207,3.3512145241430877,3.0891027629506405,3.8767249566503796,3.723012050672128,3.7388136300162786,3.873443250551709,4.033529271491725,2.871851138934203,3.599539576870203,2.833403569907017,3.577123796975391,inf,3.605111052961701,3.745678511422279,2.7303018036974853,3.5757146976198366,3.961228171754657
reference_71,3.3404677171505295,3.421153743972685,3.2235635863304455,4.17215527692461,2.94859908514967,3.245346601452708,3.172135982845324,3.093500221258275,inf,3.5216506601973534,3.199429039034362,3.317139729811937,3.537102444709206,3.507739064754849,3.4719271478253257,3.5824550585688324,3.663993674284244,3.0652989200788006,3.3477179917614084,2.533410884070039,3.3488147133617403,inf,3.3899203526735904,3.6053637797545517,3.140011904312334,3.3570470898985145,3.554150491724968
reference_72,3.792746706807241,3.7085988635836578,3.6281875889906985,4.261957819215089,3.521443608408818,3.624289534013583,3.640617663587942,3.3318821610639655,inf,3.864719924255797,3.665693292743347,3.3920880891402647,3.769979594271012,3.8970488657582556,3.6621433862080885,3.763339003645502,3.9121738951692806,3.1780701107555305,3.7099697880115383,3.117720351217691,3.699640497863585,inf,3.858970957816325,3.936030166794473,2.5390012842996423,3.757596828816656,3.736169296572897
reference_73,3.880856392814247,3.81158389908911,3.6984692350954362,4.287321867121697,3.464386882506561,3.678966242558062,3.6916268985745075,3.6091660274648976,inf,3.913978235511844,3.7069421097978053,3.6281351835007762,3.775484319739151,3.8934558566532322,3.8029460466930023,3.9057748704764195,3.9431672656168892,3.6164264729017206,3.8051854917590426,3.110763261935711,3.6978403526873587,inf,3.8925845721387864,3.822556389867513,3.104780512400829,3.6613694094887976,3.7363924634456636
reference_74,3.5878655472130765,3.648546320931432,3.400714328460111,4.358846159354743,3.3532080254247427,3.3906224845727007,3.3962437720526384,3.2054684672454417,inf,3.910207155913392,3.509505570713389,3.3403896072579546,3.7233303102548074,3.7593064804857548,3.621960312696668,3.780531924285689,3.941382080695182,3.2334698561387447,3.508333228953735,2.907085011914227,3.5440533774530585,inf,3.5812992660411127,3.8036114279710467,2.9415365404345493,3.55410985497348,3.7928613294411715
reference_75,3.6660415914306412,3.77418810266477,3.537887408849325,4.571395564368617,3.367799432043507,3.4634599943636895,3.4701825944470905,3.185726658715634,inf,4.073678732859739,3.4627827788677195,3.25124273549469,3.8775975896510104,3.7920860926737454,3.691995169659817,3.6373842712996116,4.1010396198781525,2.8484759193627633,3.569439324190883,2.9752496476627996,3.530806726727225,inf,3.6920808808999612,3.7309697227531498,2.208301857220311,3.504335358358547,3.9960006792633527
reference_76,3.9459092124349247,3.8417043426260666,3.6833159992404676,4.527106043632414,3.633193510309161,3.6348924009711387,3.779936737357849,3.4251546648835354,inf,4.065964318995515,3.775466101445238,3.7037214973960646,3.9173417828252433,3.9806739350791682,3.8130839538424084,3.9743958086245748,4.097981408948614,3.358378735334917,3.850820100229036,3.169056337484199,3.801671257575229,inf,3.899033511454701,3.9236565933001972,2.6235025586315976,3.820476093000855,4.023024360778236
reference_77,3.635230693166964,3.7430863765925917,3.5901207499730616,4.573057724227507,3.4410955573363458,3.616697221207997,3.3890586080758163,3.6083344965270316,inf,4.084695243239298,3.5967014380733566,3.6716018453489583,3.86465149055885,3.930100712724745,3.663946394794499,3.7881331267956915,4.099027386605091,3.4859795769634214,3.5333880792786485,3.1469223438415117,3.315516234578151,inf,3.4041133199619886,3.879393624244925,3.5984065604505426,3.7537170703293707,3.9799449375163585
reference_78,3.431940852902728,3.661442756905558,3.2667921618681763,4.324772896989822,2.9290318407005307,3.4602674594590663,3.312325971770424,3.3113042885658905,inf,3.7323081685726724,3.1875839351940676,3.3919596009007176,3.781714051111984,3.72191761445631,3.648941178751385,3.7590667135653417,3.892984731465819,3.2862612964852422,3.4751247667855267,2.5813264999012944,3.4823088161834477,inf,3.50925565836364,3.7446139635729194,3.119029786761733,3.5858992757052643,3.7122014225628375
reference_79,3.550963672629165,3.727396739373478,3.3888044471955077,4.43996905071981,3.176589500927434,3.3384673345593634,3.3702254864204204,3.3755678575405854,inf,3.932055931920711,3.2927341579850635,3.4174571406771994,3.1675777732286328,3.3966464951484534,3.41619588908624,3.4187372365183193,3.924902771495323,3.371024126258112,3.558383458569356,2.836604148590065,3.448917983172752,inf,3.61824677048042,3.586674387417058,3.189431082941226,3.5980111905827425,3.8308680782796674
reference_80,3.7201470978527658,3.426116604698718,3.5539083077157585,4.206288847165016,3.408057258574479,3.023145103158706,3.112455716870746,2.825932113815505,inf,3.6976823762893036,3.5120334186564564,3.0579806210329306,3.4128896298502354,3.062990431076665,3.4146405723073476,2.865289179306493,3.720336567830653,2.770357883408636,3.183761072301791,3.049931063678535,3.361106335196537,inf,3.771927215233819,3.6217972273043024,2.3676874537750816,3.049384277972205,3.6278717790733315
reference_81,3.4594741557522757,3.4068792137964876,3.2914364949953048,4.070583460843411,3.044528817395744,3.3219954601111046,3.1123548956096823,2.996892447987429,inf,3.5713115585053306,3.2393612163681795,3.319055385389206,3.4979352033666746,3.509974914881148,3.340828554343974,3.342478003724603,3.5998455923318686,3.123702135795678,3.2559417647524835,2.5127902840881533,3.3514883728094462,inf,3.5455754933198005,3.676189157375873,3.0826713739000517,3.299578919642834,3.465035539472203
reference_82,3.501245389002244,3.811866083470937,3.4811117290148235,4.46194884403038,3.129619001130104,3.628559517813802,3.4892596490245844,3.4577031802508946,inf,4.028052500712952,3.2539323663191926,3.548315658139217,3.914407306270409,3.8772665917856983,3.743176200534908,3.667073714034021,3.9881218795483098,3.4696475519537255,3.638364170367112,2.668501430881262,3.549154436545849,inf,3.5713680688970086,3.9550132068767927,3.4842957142724353,3.6415873472945086,3.928516273210526
reference_83,3.5955794277367654,3.6255039540512297,3.3278715529057488,4.28495047381076,3.166334993828812,3.3528772738741774,3.229457133280978,3.340481646015173,inf,3.8238777766359915,3.442363326504267,3.5501916214780165,3.7250139751741203,3.7634800391882144,3.6873715818357224,3.7683875126191992,3.8224352795716263,3.0619975524628624,3.3368599499072156,2.6604647555331553,3.0795144114193564,inf,3.2839324254612947,3.8792904055940944,3.3105397849640625,3.604014228254326,3.781740483840891
reference_84,3.5722001332481774,3.7622065443686257,3.433001668447886,4.577252356860728,3.130449329600322,3.4910820363987134,3.372083673193783,3.2976446594818687,inf,3.902030132708394,3.412884498630283,3.4050075937274147,3.932417433255389,3.7584735432867835,3.7931778518890567,3.8943971354943874,4.048750716863375,3.1079708691512686,3.5719579003009336,2.858771643037773,3.594288516000286,inf,3.4961490437425407,3.746477457825299,2.9702540819529215,3.525863829502817,3.9636400971781907
reference_85,3.659056771873565,3.620195884284963,3.521713863838942,4.342062217397052,3.2747178773029737,3.4412480757897117,3.416023516570033,3.2178871691146984,inf,3.8576583858374733,3.5298674077166043,3.231683995610119,3.7147055337763293,3.701723611093786,3.6476125818566127,3.7188742335186875,3.9007198105905516,3.1842468321016,3.5764932689618942,2.9697097328521465,3.535236383656677,inf,3.66681530945858,3.78393346817677,2.8357200308990107,3.602911107132231,3.8027274407039866
reference_86,3.618738960070357,3.5305984158562924,3.342229137219625,4.288256211832676,3.2216251838051804,3.4666604192393202,3.4541134088822605,3.36232940756091,inf,3.7440305364309,3.4096197173790608,3.430763420454089,3.7528186709211626,3.7146122516685707,3.550927111082282,3.689232154777178,3.739791130225945,3.2768057783298508,3.521838879086676,2.91091512893421,3.4671910647051414,inf,3.6185565166514646,3.7411985190047194,3.3109904766929734,3.62328112198716,3.727565903476985
reference_87,3.3501650427410667,3.5715448315285796,3.0767724731686243,4.31370285577739,2.8966340136147264,3.3820919023379283,3.2338099964609865,3.227709906761002,inf,3.800749644087463,2.9053648521531565,3.269175396226238,3.771988088226448,3.6640756708042668,3.572474208405461,3.704901863810286,3.797838725623428,3.087845390619033,3.3840176447610117,2.48664479494779,3.4065741649191925,inf,3.3641700714455447,3.7165235070782456,3.265905821283258,3.5407992160452597,3.7500378603379243
reference_88,4.108145256224139,4.209276467128794,3.951487586507991,4.7807816239662175,3.881545078236007,4.112399394132471,4.040527546413794,3.9490096239750883,inf,4.323453938215265,4.078832685154582,4.097701244282032,4.299297520217324,4.351670261709442,4.229217834379441,4.349878856785588,4.363632615121158,3.9398241291141267,4.103563282281757,3.4882619856056216,4.144670882153321,inf,4.210001266334153,4.460145550919064,3.9675464657455026,4.214818510034728,4.303579575505352
reference_89,3.6622848854561676,2.8344640537991923,3.494967506399812,3.4692849227227214,3.174319502964592,3.232244239087939,3.225847418935808,2.9858951387503203,inf,2.946562580625615,3.474289088647076,3.090948702502934,2.811516318459511,3.1523083828681946,2.735614251709005,2.7475892890265126,2.9992298266333313,3.0211831778212606,3.3238070270945568,3.01290534994545,2.8618921086916926,inf,3.710529993094003,2.797706868908939,3.1343990427936426,3.300686526818597,2.8948026147809984
reference_90,3.6294381701044505,3.955346651760959,3.6702377221356706,4.641768423707604,3.277965770864439,3.7587128158050476,3.595017053191048,3.6146930497646905,inf,4.199234298286127,3.4751480371472865,3.7273147188109053,4.048618312884235,3.989135375148225,3.8263012360410156,3.800716794365396,4.221034421621976,3.6098252635511208,3.7742972624931683,3.037505234576404,3.7240206121320125,inf,3.776285139798939,4.010733373768452,3.585175764388146,3.8235927380811647,4.0858547144378425
reference_91,3.6036618314557987,3.6917614276222954,3.3837269767337834,4.358434037764731,3.2159482419222685,3.400796369179768,3.4653726074583466,2.9063977802066194,inf,3.8548135807825346,3.4026118265732404,3.1788252505210037,3.7523674999894445,3.7261650619039717,3.617423024016749,3.7157907963317887,3.9015192695955654,2.814775813335701,3.512528631212853,2.7926597960899695,3.4896523715134085,inf,3.480384614816839,3.804310332830485,2.240801437286569,3.464540609829748,3.7488857811417677
